Volume fraction,Processing method,Composite Young's modulus,Composite Yield Strength,Composite fracture stress,Composite fracture strain,Fatigue strength coefficient,Fatigue ductility coefficient  ,Cyclic strength coefficient,Cyclic strain hardening exponent,Load,Fatigue life
10,1,77.55,136,205,0.093,364,0.242,401.69,0.1528,1580,6073
10,1,77.55,136,205,0.093,364,0.242,401.69,0.1528,1570,6125
10,1,77.55,136,205,0.093,364,0.242,401.69,0.1528,1560,6356
10,1,77.55,136,205,0.093,364,0.242,401.69,0.1528,1550,6655
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1950,707
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1940,715
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1930,738
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1920,770
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1910,811
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1900,839
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1890,863
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1880,910
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1870,955
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1860,1081
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1850,1186
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1840,1260
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1830,1433
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1820,1715
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1810,2059
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1800,2392
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1790,2553
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1780,2747
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1770,3199
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1760,3753
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1750,4606
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1740,5082
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1730,5596
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1720,6429
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1710,7030
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1700,7905
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1690,8848
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1680,10147
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1670,11295
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1660,12603
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1650,13242
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1640,14135
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1630,14887
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1620,15364
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1610,15812
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1600,16328
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1590,17329
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1580,19204
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1570,20060
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1560,21469
20,1,88.69,160.7,233.6,0.0574,407,0.09,433.68,0.14495,1550,22474
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1950,883
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1940,934
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1930,999
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1920,1029
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1910,1065
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1900,1116
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1890,1194
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1880,1232
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1870,1330
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1860,1352
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1850,1419
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1840,1490
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1830,1674
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1820,1783
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1810,1823
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1800,1945
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1790,2165
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1780,2211
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1770,2419
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1760,2651
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1750,2792
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1740,2890
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1730,3006
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1720,3183
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1710,3267
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1700,3483
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1690,3618
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1680,3934
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1670,4546
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1660,4981
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1650,5559
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1640,5934
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1630,6569
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1620,7191
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1610,7841
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1600,8016
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1590,9152
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1580,9941
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1570,10818
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1560,11594
30,1,95.97,235.2,287.6,0.023,499,0.0602,517,0.1309,1550,12618
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1600,720
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1590,822
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1580,855
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1570,1011
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1560,1065
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1550,1123
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1540,1238
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1530,1388
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1520,1435
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1510,1485
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1500,1611
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1490,1711
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1480,1859
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1470,2026
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1460,2251
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1450,2425
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1440,2563
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1430,2695
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1420,2832
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1410,3122
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1400,3318
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1390,3540
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1380,3643
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1370,3761
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1360,3917
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1350,4072
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1340,4186
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1330,4495
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1320,4554
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1310,4965
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1300,5911
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1290,6387
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1280,6578
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1270,6943
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1260,7422
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1250,8095
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1240,8191
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1230,8400
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1220,9026
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1210,9481
40,1,105.5,180,226,0.0104,390.3,0.0159,422,0.1297,1200,10610
